accuracy,auc,loss,val_accuracy,val_auc,val_loss,learning_rate,epoch
0.03671861067414284,0.5365999341011047,3.507230281829834,0.05475040152668953,0.6593735814094543,3.34800386428833,0.0010000000474974513,1
0.10961848497390747,0.727003276348114,3.1409220695495605,0.21256038546562195,0.864961564540863,2.5736372470855713,0.0010000000474974513,2
0.2054450958967209,0.8596798181533813,2.5891218185424805,0.32689210772514343,0.9159114360809326,2.1403186321258545,0.0010000000474974513,3
0.3009134829044342,0.9032529592514038,2.233295202255249,0.3832528293132782,0.9337279796600342,1.9223965406417847,0.0010000000474974513,4
0.3816944360733032,0.9249950647354126,1.9821990728378296,0.466988742351532,0.9518883228302002,1.6310389041900635,0.0010000000474974513,5
0.4151889681816101,0.9391048550605774,1.814267873764038,0.48792269825935364,0.9619021415710449,1.4695920944213867,0.0010000000474974513,6
0.45011642575263977,0.9497258067131042,1.6587706804275513,0.5056360960006714,0.9640040397644043,1.4220370054244995,0.0010000000474974513,7
0.47644636034965515,0.9541740417480469,1.5763660669326782,0.5507246255874634,0.9699375629425049,1.2888354063034058,0.0010000000474974513,8
0.5128067135810852,0.9617998600006104,1.447572112083435,0.5942028760910034,0.9742357134819031,1.1727228164672852,0.0010000000474974513,9
0.5506000518798828,0.9647942781448364,1.3721294403076172,0.6151368618011475,0.9786859154701233,1.0974783897399902,0.0010000000474974513,10
0.5789002180099487,0.9717803597450256,1.2391791343688965,0.6425120830535889,0.9808094501495361,1.0073920488357544,0.0010000000474974513,11
0.6097080707550049,0.9757007956504822,1.1309716701507568,0.6698873043060303,0.9858918786048889,0.8865059614181519,0.0010000000474974513,12
0.6372917890548706,0.9800149202346802,1.0396361351013184,0.6811594367027283,0.9852399826049805,0.8807789087295532,0.0010000000474974513,13
0.6614723205566406,0.9817283153533936,0.9691722393035889,0.7004830837249756,0.9845117926597595,0.8347740769386292,0.0010000000474974513,14
0.6750850677490234,0.981510579586029,0.9582231640815735,0.6892109513282776,0.990215003490448,0.7684907913208008,0.0010000000474974513,15
0.6847572922706604,0.9829286932945251,0.9158225059509277,0.718196451663971,0.9896401762962341,0.73475581407547,0.0010000000474974513,16
0.7049973011016846,0.9843297600746155,0.8517520427703857,0.727858304977417,0.9917525053024292,0.6784924268722534,0.0010000000474974513,17
0.7148486375808716,0.9869442582130432,0.8119114637374878,0.718196451663971,0.9912171959877014,0.7267619371414185,0.0010000000474974513,18
0.7175353765487671,0.9866023659706116,0.8068301677703857,0.7101449370384216,0.9889474511146545,0.7874638438224792,0.0010000000474974513,19
0.7363424897193909,0.9879368543624878,0.7490038275718689,0.737520158290863,0.989837646484375,0.6699549555778503,0.0010000000474974513,20
0.7277449369430542,0.9876027703285217,0.7771130204200745,0.7326892018318176,0.9892258048057556,0.6805249452590942,0.0010000000474974513,21
0.7454773187637329,0.9889616370201111,0.7198862433433533,0.748792290687561,0.990184485912323,0.6446497440338135,0.0010000000474974513,22
0.7469102740287781,0.9895213842391968,0.7088693380355835,0.760064423084259,0.9891063570976257,0.6261779069900513,0.0010000000474974513,23
0.7451190948486328,0.9885034561157227,0.7219103574752808,0.7423510551452637,0.9876766204833984,0.6519980430603027,0.0010000000474974513,24
0.7619559168815613,0.9903749823570251,0.6616817712783813,0.750402569770813,0.9909845590591431,0.6308522820472717,0.0010000000474974513,25
0.7560451626777649,0.9890859127044678,0.6919527053833008,0.793880820274353,0.9941147565841675,0.5391889214515686,0.0010000000474974513,26
0.7676876187324524,0.9902964234352112,0.6607189178466797,0.7793880701065063,0.9929218888282776,0.612956702709198,0.0010000000474974513,27
0.7727028727531433,0.9897533655166626,0.6434235572814941,0.7665056586265564,0.9911397099494934,0.6673361659049988,0.0010000000474974513,28
0.7766433954238892,0.9907801151275635,0.6311898827552795,0.7455716729164124,0.9863754510879517,0.6635151505470276,0.0010000000474974513,29
0.7796883583068848,0.9915158152580261,0.6130704879760742,0.7842190265655518,0.9931924343109131,0.5478849411010742,0.0010000000474974513,30
0.7911517024040222,0.9917986392974854,0.5936527848243713,0.8019323945045471,0.9920356869697571,0.529582679271698,0.0010000000474974513,31
0.785957396030426,0.9919466972351074,0.6023472547531128,0.7971014380455017,0.9950277209281921,0.5250642895698547,0.0010000000474974513,32
0.7984954118728638,0.9917225241661072,0.5867961645126343,0.7906602025032043,0.9944605827331543,0.5086175799369812,0.0010000000474974513,33
0.8108543753623962,0.9924283623695374,0.5352184176445007,0.7761674523353577,0.9861746430397034,0.672727644443512,0.0010000000474974513,34
