accuracy,auc,loss,val_accuracy,val_auc,val_loss,learning_rate,epoch
0.06251119822263718,0.5947762727737427,3.5542428493499756,0.10789050161838531,0.692457914352417,3.3265159130096436,0.0010000000474974513,1
0.12753000855445862,0.7138196229934692,3.1760573387145996,0.12077295035123825,0.7443684339523315,3.1245384216308594,0.0010000000474974513,2
0.16227833926677704,0.757696270942688,3.024113416671753,0.1642512083053589,0.7846620678901672,2.9523956775665283,0.0010000000474974513,3
0.17804047465324402,0.7837973237037659,2.9127416610717773,0.17874395847320557,0.8061387538909912,2.8404769897460938,0.0010000000474974513,4
0.18413040041923523,0.7949609160423279,2.8689918518066406,0.19806763529777527,0.8065477013587952,2.81431245803833,0.0010000000474974513,5
0.20490776002407074,0.8143450021743774,2.7762248516082764,0.21578100323677063,0.8228330612182617,2.7374277114868164,0.0010000000474974513,6
0.21547554433345795,0.821641206741333,2.729175329208374,0.20772947371006012,0.8311448097229004,2.7106399536132812,0.0010000000474974513,7
0.23070034384727478,0.8369513750076294,2.6536636352539062,0.233494371175766,0.8510857224464417,2.5716233253479004,0.0010000000474974513,8
0.24252194166183472,0.8482577800750732,2.5844168663024902,0.25925925374031067,0.8445756435394287,2.59737491607666,0.0010000000474974513,9
0.25434353947639465,0.8587128520011902,2.5198814868927,0.2834138572216034,0.8778720498085022,2.394742250442505,0.0010000000474974513,10
0.2824646234512329,0.8754234313964844,2.4095096588134766,0.3027375340461731,0.886892557144165,2.296396017074585,0.0010000000474974513,11
0.3073616325855255,0.8899549841880798,2.297440528869629,0.3558776080608368,0.9031898975372314,2.164435863494873,0.0010000000474974513,12
0.3370947539806366,0.9053303599357605,2.1640465259552,0.3478260934352875,0.9131247401237488,2.069301128387451,0.0010000000474974513,13
0.36109617352485657,0.9166743755340576,2.0569422245025635,0.3800322115421295,0.9178248643875122,2.011319637298584,0.0010000000474974513,14
0.37954503297805786,0.9261608719825745,1.9580246210098267,0.3977455794811249,0.9273998737335205,1.910343050956726,0.0010000000474974513,15
0.3924413323402405,0.933101236820221,1.8807209730148315,0.41223832964897156,0.9388178586959839,1.7564278841018677,0.0010000000474974513,16
0.4237864911556244,0.9405930638313293,1.782065510749817,0.47342994809150696,0.9518573880195618,1.5923771858215332,0.0010000000474974513,17
0.446534126996994,0.9457621574401855,1.6995317935943604,0.4798711836338043,0.9521207213401794,1.5781264305114746,0.0010000000474974513,18
0.44635501503944397,0.9462932348251343,1.691907525062561,0.5136876106262207,0.9562730193138123,1.5216108560562134,0.0010000000474974513,19
